ec_code,ec_description
58421010,"Sopa Seca de Fideo, Mexican style, made with dry noodles, home recipe"
58421000,"Sopa seca, Mexican style, NFS, dry soup"
53420410,Sopaipilla with syrup or honey
53420400,"Sopaipilla, without syrup or honey, sopaipilla, NFS"
63430150,"Sorbet, all flavors, sorbet bars"
6190,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve"
6004,"Soup, bean with pork, canned, condensed"
6749,"Soup, beef and vegetables, canned, ready-to-serve"
27062,"Soup, beef barley, ready to serve"
6008,"Soup, beef broth or bouillon canned, ready-to-serve"
6075,"Soup, beef broth or bouillon, powder, dry"
6475,"Soup, beef broth or bouillon, powder, prepared with water"
6188,"Soup, beef broth, less/reduced sodium, ready to serve"
6009,"Soup, beef noodle, canned, condensed"
6980,"Soup, beef stroganoff, canned, chunky style, ready-to-serve"
6402,"Soup, black bean, canned, prepared with equal volume water"
6981,"Soup, bouillon cubes and granules, low sodium, dry"
6584,"Soup, broccoli cheese, canned, condensed, commercial"
6011,"Soup, cheese, canned, condensed"
6024,"Soup, chicken and vegetable, canned, ready-to-serve"
6480,"Soup, chicken broth or bouillon, dry, prepared with water"
6013,"Soup, chicken broth, canned, condensed"
6413,"Soup, chicken broth, canned, prepared with equal volume water"
6183,"Soup, chicken broth, less/reduced sodium, ready to serve"
6970,"Soup, chicken broth, low sodium, canned"
6194,"Soup, chicken broth, ready-to-serve"
6417,"Soup, chicken gumbo, canned, prepared with equal volume water"
6149,"Soup, chicken mushroom, canned, condensed"
6019,"Soup, chicken noodle, canned, condensed"
6128,"Soup, chicken noodle, dry, mix"
27044,"Soup, chicken noodle, reduced sodium, canned, ready-to-serve"
6022,"Soup, chicken rice, canned, chunky, ready-to-serve"
6208,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve"
6023,"Soup, chicken with rice, canned, condensed"
6015,"Soup, chicken, canned, chunky, ready-to-serve"
6070,"Soup, chunky beef, canned, ready-to-serve"
6018,"Soup, chunky chicken noodle, canned, ready-to-serve"
6067,"Soup, chunky vegetable, canned, ready-to-serve"
27060,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve"
6027,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve"
6030,"Soup, clam chowder, new england, canned, condensed"
6230,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk"
6430,"Soup, clam chowder, new england, canned, prepared with equal volume water"
27043,"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve"
6001,"Soup, cream of asparagus, canned, condensed"
6010,"Soup, cream of celery, canned, condensed"
6016,"Soup, cream of chicken, canned, condensed"
6955,"Soup, cream of chicken, canned, condensed, reduced sodium"
6043,"Soup, cream of mushroom, canned, condensed"
6182,"Soup, cream of mushroom, canned, condensed, reduced sodium"
6443,"Soup, cream of mushroom, canned, prepared with equal volume water"
6968,"Soup, cream of mushroom, low sodium, ready-to-serve, canned"
6046,"Soup, cream of onion, canned, condensed"
6053,"Soup, cream of potato, canned, condensed"
6256,"Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk"
6456,"Soup, cream of shrimp, canned, prepared with equal volume water"
6101,"Soup, cream of vegetable, dry, powder"
75600150,"Soup, cream of, NFS"
27000,"Soup, egg drop, Chinese restaurant"
63415100,"Soup, fruit, made with all types of fruit"
27001,"Soup, hot and sour, Chinese restaurant"
6039,"Soup, minestrone, canned, chunky, ready-to-serve"
6040,"Soup, minestrone, canned, condensed"
6177,"Soup, minestrone, canned, reduced sodium, ready-to-serve"
58407035,"Soup, mostly noodles, reduced sodium, 35% less sodium Ramen, Maruchan less sodium Ramen"
58407030,"Soup, mostly noodles, spaghetti or noodle soup, Top Ramen, Asian Noodle Soup, meat flavors, saimin soup, Oodles of Noodles, Cup Noodles, Maruchan Instant Lunch, Nissin noodle soups, Souper Meal"
6044,"Soup, mushroom with beef stock, canned, condensed"
58400000,"Soup, NFS"
6045,"Soup, onion, canned, condensed"
6494,"Soup, onion, dry, mix, prepared with water"
6049,"Soup, pea, green, canned, condensed"
6449,"Soup, pea, green, canned, prepared with equal volume water"
6050,"Soup, pea, split with ham, canned, chunky, ready-to-serve"
6583,"Soup, ramen noodle, any flavor, dry"
27035,"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium"
6170,"Soup, stock, beef, home-prepared"
6172,"Soup, stock, chicken, home-prepared"
6174,"Soup, stock, fish, home-prepared"
6461,"Soup, tomato beef with noodle, canned, prepared with equal volume water"
6463,"Soup, tomato rice, canned, prepared with equal volume water"
6159,"Soup, tomato, canned, condensed"
6956,"Soup, tomato, canned, condensed, reduced sodium"
6559,"Soup, tomato, canned, prepared with equal volume water, commercial"
6498,"Soup, tomato, dry, mix, prepared with water"
6071,"Soup, vegetable beef, canned, condensed"
6700,"Soup, vegetable broth, ready to serve"
6072,"Soup, vegetable with beef broth, canned, condensed"
6472,"Soup, vegetable with beef broth, canned, prepared with equal volume water"
6068,"Soup, vegetarian vegetable, canned, condensed"
6468,"Soup, vegetarian vegetable, canned, prepared with equal volume water"
27002,"Soup, wonton, Chinese restaurant"
58155510,"Soupy rice mixture with chicken and potatoes, Puerto Rican style"
58155410,"Soupy rice with chicken, Puerto Rican style, Asopao de pollo"
1180,"Sour cream, fat free"
12310370,"Sour cream, fat free, nonfat"
1074,"Sour cream, imitation, cultured"
12320100,"Sour cream, imitation, nondairy"
1179,"Sour cream, light"
12310350,"Sour cream, light, low fat, reduced fat"
12310100,"Sour cream, regular"
64221010,"Soursop, nectar, Guanabana"
89901040,"Soy based sauce, for use with vegetables"
41410015,"Soy chips, all flavors, soy crisps"
16117,"Soy flour, defatted"
16115,"Soy flour, full-fat, raw"
11320000,Soy milk
11321000,"Soy milk, chocolate, Silk, Belsoy, Soymilk"
11320000,"Soy milk, Edensoy, vanilla flavored, Silk, West Soy, Soymilk, NS as to type, Vitasoy"
11321100,"Soy milk, light, chocolate, Silk, Vitasoy, Soymilk"
11320100,"Soy milk, light, vanilla flavored, Silk, Vitasoy, West Soy, Soymilk"
11321200,"Soy milk, nonfat, chocolate, Soymilk"
11320200,"Soy milk, nonfat, vanilla flavored, West Soy, Soymilk"
42203200,Soy nut butter
41410010,Soy nuts
16122,Soy protein isolate
16123,Soy sauce made from soy and wheat (shoyu)
16424,"Soy sauce made from soy and wheat (shoyu), low sodium"
41420350,"Soy sauce, reduced sodium, shoyu, tamari"
41420300,"Soy sauce, shoyu, tamari"
41420050,Soybean curd cheese
41421020,"Soybean curd, breaded, fried, tofu, bean curd"
41421010,"Soybean curd, deep fried, aburage, tofu, bean curd"
41420010,"Soybean curd, stir fried, bean curd, tofu"
82108000,Soybean oil
41601070,"Soybean soup, miso broth, bean curd soup, tofu soup"
43299,"Soybean, curd cheese"
41107010,"Soybeans, cooked, with or without fat, NS as to meat"
16109,"Soybeans, mature cooked, boiled, without salt"
16110,"Soybeans, mature seeds, roasted, salted"
41901020,"Soyburger, meatless, with cheese on bun, meat substitute, vegetarian"
16230,"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D"
16227,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D"
16168,"Soymilk, chocolate, with added calcium, vitamins A and D"
16225,"Soymilk, original and vanilla, light, with added calcium, vitamins A and D"
16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D"
74404010,Spaghetti sauce
74404020,Spaghetti sauce with added vegetables
74404020,"Spaghetti sauce with added vegetables, tomato-based, marinara, or red sauce, vegetables other than tomatoes and onions"
27162040,Spaghetti sauce with meat
27162060,Spaghetti sauce with meat and added vegetables
27162060,"Spaghetti sauce with meat and added vegetables, tomato-based, marinara, or red sauce, vegetables other than tomatoes and onions"
27162040,"Spaghetti sauce with meat, tomato-based, marinara, or red sauce"
27141030,Spaghetti sauce with poultry
27141035,Spaghetti sauce with poultry and added vegetables
27141035,"Spaghetti sauce with poultry and added vegetables, tomato-based, marinara, or red sauce, vegetables other than tomatoes and onions"
27141030,"Spaghetti sauce with poultry, tomato-based, marinara, or red sauce"
27150151,Spaghetti sauce with seafood
27150155,Spaghetti sauce with seafood and added vegetables
27150155,"Spaghetti sauce with seafood and added vegetables, tomato-based, marinara, or red sauce, red clam sauce, any vegetables other than tomatoes and onions"
27150151,"Spaghetti sauce with seafood, tomato-based, marinara, or red sauce, red clam sauce"
74404060,"Spaghetti sauce, fat free, tomato-based, marinara, or red sauce, pizza sauce, reduced fat, with or without added vegetables"
74404050,"Spaghetti sauce, reduced sodium, tomato-based, marinara, or red sauce, pizza sauce, no salt added, with or without added vegetables"
74404010,"Spaghetti sauce, tomato-based, marinara, or red sauce, pizza sauce, spaghetti sauce, NFS"
75233220,"Spaghetti squash, cooked, with or without fat"
58140110,"Spaghetti with corned beef, Puerto Rican style, Espaguetti a la reina"
58304050,"Spaghetti with meat and mushroom sauce, diet frozen meal, Lean Cuisine Spaghetti with Beef and Mushroom Sauce"
58304060,"Spaghetti with meat sauce, diet frozen meal, Weight Watchers Spaghetti with meat sauce"
58509020,"Spaghetti, tomato sauce, and beef, baby food, junior, Beech-Nut Stage 3 Spaghetti and Beef Dinner, Gerber Third Foods Dinner"
58124250,"Spanakopitta, Greek spinach-cheese pie"
58163450,Spanish rice with ground beef
58163410,"Spanish rice, fat added, Mexican rice, red rice, white rice with tomatoes and/or tomato-based sauce, green peppers and onions, Spanish rice, NFS, homemade"
58163405,"Spanish rice, from restaurant, fast food / other place"
58163420,"Spanish rice, no added fat, Mexican rice, red rice, white rice with tomatoes and/or tomato-based sauce, green peppers and onions, homemade, Spanish rice, NFS"
58163430,"Spanish rice, NS as to fat, Mexican rice, red rice, white rice with tomatoes and/or tomato-based sauce, green peppers and onions, homemade, Spanish rice, NFS"
77513010,"Spanish stew, Salcocho / Sancocho al estilo espanol, Cocido Espanol, Puerto Rican style"
28360210,"Spanish vegetable soup, Puerto Rican style, Caldo gallego"
2003,"Spices, basil, dried"
2005,"Spices, caraway seed"
2007,"Spices, celery seed"
2009,"Spices, chili powder"
2010,"Spices, cinnamon, ground"
2011,"Spices, cloves, ground"
2012,"Spices, coriander leaf, dried"
2014,"Spices, cumin seed"
2020,"Spices, garlic powder"
2021,"Spices, ginger, ground"
2023,"Spices, marjoram, dried"
2024,"Spices, mustard seed, ground"
2025,"Spices, nutmeg, ground"
2026,"Spices, onion powder"
2027,"Spices, oregano, dried"
2028,"Spices, paprika"
2029,"Spices, parsley, dried"
2030,"Spices, pepper, black"
2031,"Spices, pepper, red or cayenne"
2034,"Spices, poultry seasoning"
2035,"Spices, pumpkin pie spice"
2038,"Spices, sage, ground"
2042,"Spices, thyme, dried"
2043,"Spices, turmeric, ground"
14620115,Spinach and artichoke dip
72125260,"Spinach and cheese casserole, spinach casserole, NFS"
12350245,"Spinach dip, light, fat free, low fat, nonfat, reduced fat"
12350240,"Spinach dip, regular"
11440050,"Spinach dip, yogurt based, greek yogurt based, regular or light"
58125120,"Spinach quiche, meatless, broccoli quiche"
75147000,"Spinach salad, no dressing"
72125240,Spinach souffle
72307000,"Spinach soup, cream of spinach soup, escarole soup"
72125228,"Spinach, canned, cooked with butter or margarine, animal fat, shortening"
72125227,"Spinach, canned, cooked with oil"
72125223,"Spinach, canned, cooked, fat added, NS as to fat type, NS as to fat added"
72125213,"Spinach, canned, cooked, no added fat, cooking spray"
11461,"Spinach, canned, regular pack, drained solids"
72125230,"Spinach, creamed"
76102010,"Spinach, creamed, baby food, strained, Gerber Second Foods"
89902060,"Spinach, for use on a sandwich"
72125218,"Spinach, fresh, cooked with butter or margarine, animal fat, shortening, from restaurant"
72125217,"Spinach, fresh, cooked with oil"
72125221,"Spinach, fresh, cooked, fat added, NS as to fat type"
72125221,"Spinach, fresh, cooked, fat added, NS as to fat type, NS as to fat added"
72125211,"Spinach, fresh, cooked, no added fat, cooking spray"
11464,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt"
72125225,"Spinach, frozen, cooked with butter or margarine, animal fat, shortening"
72125224,"Spinach, frozen, cooked with oil"
72125222,"Spinach, frozen, cooked, fat added, NS as to fat type, NS as to fat added"
72125212,"Spinach, frozen, cooked, no added fat, cooking spray"
72125220,"Spinach, NS as to form, cooked, with or without fat"
41602030,Split pea and ham soup
41602090,"Split pea and ham soup, canned, reduced sodium, prepared with water or ready-to-serve, Campbell's Healthy Request Split Pea with Ham Soup"
6192,"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve"
41602070,"Split pea soup, canned, reduced sodium, prepared with water or ready-to-serve, Progresso 99% Fat Free Split Pea Soup"
41602050,"Split pea soup, pea soup, NFS, pea soup, prepared with water"
6193,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve"
41303010,"Split peas, from dried, fat added, NS as to fat, NS as to meat, frozen"
41303000,"Split peas, from dried, no added fat, frozen"
52213010,Spoonbread
95320200,"Sports drink (Gatorade G), all flavors, Gatorade, NFS"
95320500,"Sports drink (Powerade), all flavors"
92900300,"Sports drink, dry concentrate, not reconstituted, Gatorade, fruit flavored thirst quencher beverage, NS as to brand"
95322200,"Sports drink, low calorie (Gatorade G2), all flavors"
95322500,"Sports drink, low calorie (Powerade Zero), all flavors"
95323000,"Sports drink, low calorie, NS as to brand, light, diet, Zero, sugar free, fruit flavored thirst quencher beverage"
95321000,"Sports drink, NFS, All Sport, fruit flavored thirst quencher beverage, NS as to brand"
75100300,"Sprouts, NFS"
76205030,"Squash and corn, baby food, strained, Gerber Tender Harvest Butternut Squash and Corn"
73304010,Squash fritter or cake
76205020,"Squash, baby food, junior, Gerber Third Foods"
76205000,"Squash, baby food, NS as to strained or junior"
76205010,"Squash, baby food, strained, Beech-Nut Stage 1 Starter Size Butternut Squash, Beech-Nut Stage 1 Butternut Squash, Earth's Best Winter Squash, Gerber First Foods, Gerber Second Foods, Beech-Nut Stage 2 Butternut Squash"
75418020,"Squash, summer, casserole with tomato and cheese"
75418040,"Squash, summer, casserole, with cheese sauce"
75418030,"Squash, summer, casserole, with rice and tomato sauce"
11471,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt"
11474,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt"
11467,"Squash, summer, crookneck and straightneck, raw"
75418060,"Squash, summer, souffle"
11480,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt"
11477,"Squash, summer, zucchini, includes skin, raw"
73502000,"Squash, winter type, soup, home recipe, canned, or ready-to-serve, pumpkin, acorn, butternut, hubbard"
11644,"Squash, winter, all varieties, cooked, baked, without salt"
73305020,"Squash, winter, souffle"
11493,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt"
26213120,"Squid, baked or broiled, fat added, sauteed, cuttlefish, calamari, fried with no coating, NS as to fat"
26213121,"Squid, baked or broiled, no added fat, sauteed, fried with no coating"
26213190,"Squid, canned, calamares en su tinta, squid in its own ink"
26213130,"Squid, coated, baked or broiled, fat added, NS as to fat"
26213131,"Squid, coated, baked or broiled, no added fat"
26213140,"Squid, coated, fried, cuttlefish, calamari, fried, NS as to coating"
26213170,"Squid, dried, cuttlefish, calamari"
26213180,"Squid, pickled"
26213100,"Squid, raw, cuttlefish"
26213160,"Squid, steamed or boiled, cuttlefish, calamari"
23333100,"Squirrel, cooked"
63109700,"Starfruit, raw, Carambola"
27515030,"Steak and cheese sandwich, plain, on roll"
27515040,"Steak and cheese submarine sandwich, plain, on roll"
27515070,"Steak and cheese submarine sandwich, with fried peppers and onions, on roll, Philadelphia-style cheese steak submarine sandwich, Arby's Philly Beef N' Swiss, Subway's Big Philly Cheesesteak"
27515020,"Steak and cheese submarine sandwich, with lettuce and tomato, Subway Steak & Cheese Sub, Jerry's Steak Sub with cheese"
27515080,"Steak sandwich, plain, on biscuit, Jimmy Dean Steak Biscuit, Mom 'N' Pops Steak Biscuit, McDonald's Steak Biscuit, Hardee's Steak Biscuit"
27515010,"Steak sandwich, plain, on roll"
74406100,"Steak sauce, A1, Pickapeppa, Heinz 57"
27515000,Steak submarine sandwich with lettuce and tomato
27116400,"Steak tartare, raw ground beef"
27115100,"Steak teriyaki, soy-based sauce"
21001010,"Steak, NS as to type of meat, cooked, lean and fat eaten"
21001020,"Steak, NS as to type of meat, cooked, lean only eaten"
21001000,"Steak, NS as to type of meat, cooked, NS as to fat eaten"
27360000,"Stew, NFS"
27141050,"Stewed chicken with tomato-based sauce, Mexican style, Pollo guisado con tomate"
27462000,"Stewed chitterlings, Puerto Rican style, Cuajito, Cuajo guisado"
27151070,"Stewed codfish, no potatoes, Puerto Rican style, Bacalao guisado"
27351030,"Stewed codfish, Puerto Rican style, Bacalao guisado"
27218310,"Stewed corned beef, Puerto Rican style, carne bif guisada, Corned beef guisado"
27118130,"Stewed dried beef, Puerto Rican style, Ropa vieja, Tasajo guisado, Carne cecina guisada"
27463000,"Stewed gizzards, Puerto Rican style, Mollejitas guisadas"
27133010,"Stewed goat, Puerto Rican style, Puerto Rican stewed kid, Fricase de cabro, Cabrito en fricase, Chilindron de chivo"
27221100,"Stewed pig's feet, Puerto Rican style, Patitas de cerdo guisadas"
27121010,"Stewed pork, Puerto Rican style, Cerdo guisado, Guisado de cerdo"
71704000,"Stewed potatoes with tomatoes, Mexican style, papas guisadas con tomate, with or without peel eaten, with or without fat"
71703990,"Stewed potatoes, papas guisadas, with or with out peel, with or without fat added"
71106000,"Stewed potatoes, Puerto Rican style, Papas guisadas"
27335500,"Stewed rabbit, Puerto Rican style,, Fricase de conejo"
58155810,"Stewed rice, Puerto Rican style, red rice, Arroz guisado"
27251010,"Stewed salmon, Puerto Rican style, Salmon guisado"
27116350,"Stewed seasoned ground beef, Mexican style"
27116350,"Stewed seasoned ground beef, Mexican style, Picadillo de carne de rez"
27118120,"Stewed seasoned ground beef, Puerto Rican style, Carne molida guisada, Picadillo guisado, Picadillo de carne, Picadillo para relleno"
27362000,"Stewed tripe, with potatoes, Puerto Rican style, Mondongo"
27361010,"Stewed variety meats, mostly liver, Puerto Rican style, Gandinga"
27261500,"Stewed, seasoned, ground beef and pork with potatoes, Mexican style, Picadillo de carne de rez y puerco con papas"
27162500,"Stewed, seasoned, ground beef and pork, Mexican style, Picadillo de carne de rez y puerco"
27211550,"Stewed, seasoned, ground beef with potatoes, Mexican style, Picadillo de carne de rez con papas"
93301290,Stinger
27416400,"Stir fried beef and vegetables in soy sauce, Sukiyaki"
63223110,"Strawberries, canned"
9317,"Strawberries, canned, heavy syrup pack, solids and liquids"
63223610,"Strawberries, frozen"
9318,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)"
9316,"Strawberries, raw"
63223020,"Strawberries, raw, strawberries, NFS"
11830400,"Strawberry beverage powder, dry mix, not reconstituted, flavors other than chocolate"
91301130,"Strawberry drink syrup, Nestle Quik, Hershey's, flavors other than chocolate"
64132500,"Strawberry juice, 100%"
11519205,"Strawberry milk, fat free, nonfat milk, vanilla, flavors other than chocolate, skim"
11519200,"Strawberry milk, low fat, vanilla, flavors other than chocolate, 1% fat"
11519040,"Strawberry milk, NFS, NS as to milk or drink, vanilla, flavors other than chocolate"
11519215,"Strawberry milk, non-dairy, almond, coconut, rice, or soy milk"
11519105,"Strawberry milk, reduced fat, vanilla, flavors other than chocolate, 2% fat"
11519210,"Strawberry milk, reduced sugar, vanilla, flavors other than chocolate"
11519050,"Strawberry milk, whole, flavors other than chocolate, vanilla"
14350,"Strawberry-flavor beverage mix, powder"
18354,"Strudel, apple"
53440000,"Strudel, apple, strudel, NS as to filling"
53440300,"Strudel, berry"
53440600,"Strudel, cheese"
53440800,"Strudel, cheese and fruit"
53440500,"Strudel, cherry"
53440700,"Strudel, peach"
27315250,Stuffed cabbage rolls with beef and rice
77316510,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style, Repollo relleno con carne y con arroz, Arabe Mihsy Melful"
77316010,"Stuffed cabbage, with meat, Puerto Rican style, Repollo relleno con carne"
27148010,"Stuffed chicken, drumstick or breast, Puerto Rican style, Muslo de pollo o pechuga rellena"
27421010,"Stuffed christophine, Puerto Rican style, mirliton, Chayote relleno"
27315270,Stuffed grape leaves with beef and rice
27330170,Stuffed grape leaves with lamb and rice
27319010,"Stuffed green pepper, Puerto Rican style, Pimiento relleno"
75410550,"Stuffed jalapeno pepper, battered or breaded, cheese stuffed, poppers, jalapeno bites"
58162090,"Stuffed pepper, with meat, with or without cheese"
58162110,"Stuffed pepper, with rice and meat, with or without cheese"
58162120,"Stuffed pepper, with rice, meatless, with or without cheese"
27221110,"Stuffed pork roast, Puerto Rican style, Carne de cerdo asada, rellena, Lechon asado relleno"
27118140,"Stuffed pot roast, Puerto Rican style, NFS, Carne mechada, Lechon de mechar, with gravy and stuffing"
27218110,"Stuffed pot roast, with potatoes, Puerto Rican style, larded meat, Carne mechada con papas boliche"
58134160,"Stuffed shells, cheese- and spinach- filled, no sauce"
58134110,"Stuffed shells, cheese-filled, no sauce"
58134130,"Stuffed shells, cheese-filled, with meat sauce, stuffed shells, NFS"
58134120,"Stuffed shells, cheese-filled, with tomato sauce, meatless"
58134210,"Stuffed shells, with chicken, with tomato sauce"
58134310,"Stuffed shells, with fish and/or shellfish, with tomato sauce"
77250110,"Stuffed tannier fritters, Puerto Rican style, Alcapurrias"
58162130,"Stuffed tomato, with rice and meat"
58162140,"Stuffed tomato, with rice, meatless"
26147120,"Sturgeon, baked or broiled, fat added, sauteed, fried with no coating, NS as to fat"
26147140,"Sturgeon, coated, fried, fried, NS as to coating"
26147110,"Sturgeon, cooked, NS as to cooking method"
26147190,"Sturgeon, smoked"
26147130,"Sturgeon, steamed"
92612010,"Sugar cane beverage, guarapo"
91106010,"Sugar substitute and sugar blend, Domino Light"
91201010,"Sugar substitute, aspartame, powder, Equal, Nutrasweet, Sweet One, Natrataste, blue packet or package"
91200005,"Sugar substitute, liquid, NFS"
91108020,"Sugar substitute, monk fruit, powder, Monk Fruit In The Raw, Nectresse, orange packet or package"
91200000,"Sugar substitute, powder, NFS"
91200110,"Sugar substitute, saccharin, liquid, Sweet 'n Low, Sweet 10, Superose"
91200040,"Sugar substitute, saccharin, powder, Weight Watchers, Sweet 'n Low, Sugar Twin, pink packet or package"
91108010,"Sugar substitute, stevia, liquid, Stevia, Truvia, Sweetleaf, Pure Via"
91108000,"Sugar substitute, stevia, powder, Stevia, Truvia, Stevia In The Raw, Pure Via, green packet or package"
91107000,"Sugar substitute, sucralose, powder, Splenda, yellow / gold packet or package"
91746010,"Sugar-coated chocolate discs, Nonpareils, Nestle Sno Caps, snow caps"
91102010,"Sugar, brown"
91101000,"Sugar, NFS"
91101020,"Sugar, white, confectioner's, powdered"
91101010,"Sugar, white, granulated or lump, sugar, white, NS as to granulated or confectioner's"
91728500,"Sugared pecans, sugar and egg white coating"
19334,"Sugars, brown"
19335,"Sugars, granulated"
19336,"Sugars, powdered"
75128010,"Summer squash, green, raw, zucchini"
75233034,"Summer squash, yellow or green, canned, cooked with butter or margarine, zucchini, squash, NS as to summer or winter, animal fat, shortening"
75233033,"Summer squash, yellow or green, canned, cooked with oil, zucchini, squash, NS as to summer or winter"
75233023,"Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type, zucchini, squash, NS as to summer or winter, NS as to fat added"
75233013,"Summer squash, yellow or green, canned, cooked, no added fat, zucchini, squash, NS as to summer or winter, cooking spray"
75233028,"Summer squash, yellow or green, fresh, cooked with butter or margarine, zucchini, squash, NS as to summer or winter, animal fat, shortening, from restaurant"
75233027,"Summer squash, yellow or green, fresh, cooked with oil, zucchini, squash, NS as to summer or winter"
75233021,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type"
75233021,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type, zucchini, squash, NS as to summer or winter, NS as to fat added"
75233011,"Summer squash, yellow or green, fresh, cooked, no added fat, zucchini, squash, NS as to summer or winter, cooking spray"
75233031,"Summer squash, yellow or green, frozen, cooked with butter or margarine, zucchini, squash, NS as to summer or winter, animal fat, shortening"
75233030,"Summer squash, yellow or green, frozen, cooked with oil, zucchini, squash, NS as to summer or winter"
75233022,"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type, zucchini, squash, NS as to summer or winter, NS as to fat added"
75233012,"Summer squash, yellow or green, frozen, cooked, no added fat, zucchini, squash, NS as to summer or winter, cooking spray"
75233020,"Summer squash, yellow or green, NS as to form, cooked, zucchini, squash, NS as to summer or winter, with or without fat"
75128000,"Summer squash, yellow, raw, summer squash, NS as to color"
74206000,"Sun-dried tomatoes, dried red tomatoes"
82108500,Sunflower oil
43102300,"Sunflower seeds, flavored"
43102400,"Sunflower seeds, NFS"
43102100,"Sunflower seeds, plain, salted, sea salt, lightly salted"
43102000,"Sunflower seeds, plain, unsalted"
58151220,"Sushi roll tuna, NS as to rolled or topped, Maki or Temaki"
58151170,"Sushi roll, avocado, Maki or Temaki"
58151180,"Sushi roll, California, sushi with crab, sushi with imitation crab/seafood, NS as to rolled or topped, Maki or Temaki"
58151190,"Sushi roll, eel, unagi, NS as to rolled or topped, Maki or Temaki"
58151200,"Sushi roll, salmon, NS as to rolled or topped, Maki or Temaki"
58151210,"Sushi roll, shrimp, NS as to rolled or topped, maki or temaki"
58151230,"Sushi roll, vegetable, cucumber roll, NS as to rolled or topped, Maki or Temaki"
58151100,"Sushi, NFS, sushi with seafood and/or vegetables, NFS, NS as to rolled or topped"
58151400,"Sushi, topped with crab, imitation crab/seafood, Nigiri"
58151410,"Sushi, topped with eel, unagi, Nigiri"
58151450,"Sushi, topped with egg, sushi with egg, sushi with seafood and egg, tomago, Nigiri"
58151420,"Sushi, topped with salmon, Nigiri"
58151430,"Sushi, topped with shrimp, Nigiri"
58151440,"Sushi, topped with tuna, sushi topped with other seafood, NFS, Nigiri"
27113300,Swedish meatballs with cream or white sauce
27146100,"Sweet and sour chicken or turkey, with vegetables, sweet and sour chicken or turkey, NFS"
27146110,"Sweet and sour chicken or turkey, without vegetables"
27120060,Sweet and sour pork
27320500,Sweet and sour pork with rice
91361010,Sweet and sour sauce
27150170,Sweet and sour shrimp
28340550,Sweet and sour soup
58123120,"Sweet bread dough, filled with bean paste, meatless, steamed, Hawaiian Manapua, Korean sweet bun filled with red bean paste"
58123110,"Sweet bread dough, filled with meat, steamed, Hawaiian Manapua, char siu bao, Asian barbecue pork buns"
73211110,"Sweet potato and pumpkin casserole, Puerto Rican style"
73410210,Sweet potato chips
73410400,"Sweet potato fries, fast food / restaurant, other place"
73410340,"Sweet potato fries, from fresh, baked, home or store"
73410330,"Sweet potato fries, from fresh, fried, home or store"
73410320,"Sweet potato fries, frozen, baked, home or store"
73410310,"Sweet potato fries, frozen, fried"
73410310,"Sweet potato fries, frozen, fried, home or store"
73410200,"Sweet potato fries, NFS"
73410300,"Sweet potato fries, NS as to fresh or frozen, home or store, NS as to fried or baked"
73410500,"Sweet potato fries, school"
11506,"Sweet potato leaves, cooked, steamed, without salt"
91407120,"Sweet potato paste, dulce de calabaza"
73420100,"Sweet potato tots, fast food / restaurant, sweet potato puffs, other place"
73420020,"Sweet potato tots, from frozen, baked, sweet potato puffs, home or store, from fresh"
73420010,"Sweet potato tots, from frozen, fried"
73420010,"Sweet potato tots, from frozen, fried, sweet potato puffs, home or store, from fresh"
73420030,"Sweet potato tots, from frozen, NS as to fried or baked, sweet potato puffs, home or store, from fresh"
73420000,"Sweet potato tots, NFS, sweet potato puffs"
73420200,"Sweet potato tots, school, sweet potato puffs"
73402020,"Sweet potato, baked, peel eaten, fat added, NS as to fat type"
73402022,"Sweet potato, baked, peel eaten, made with butter, made with animal fat or meat drippings"
73402023,"Sweet potato, baked, peel eaten, made with margarine, made with shortening"
73402021,"Sweet potato, baked, peel eaten, made with oil"
73402010,"Sweet potato, baked, peel eaten, no added fat, made with cooking spray"
