upc_code,upc_description,aisle,ec_code,ec_description,dist
14427255406,LEAN CUISINE COMFORT Pepperoni Pizza 6 oz. Box | Delicious Frozen Meals,pizza,28150220,"Flounder with chopped broccoli, diet frozen meal, Lean Cuisine Filet of Fish Divan",0.3080191268158433
55334594305,"Sun-Maid Yogurt Raisins, Vanilla, 3.05 lb",dried fruit,56204000,"Quinoa, NS as to fat, all liquids",0.30804290560388137
76658234973,"Organic Valley, Organic Free-Range Medium Brown Eggs - 18 ct",eggs,75403020,"Green bean casserole, green beans with mushroom sauce",0.30807127882599583
78849298043,"365 Everyday Value, Organic Peeled Baby Carrots, 1 lb",vegetables,17219,"Veal, variety meats and by-products, thymus, cooked, braised",0.30807127882599583
50435293413,"365 by WFM, Capers Non Pareil Organic, 2 Ounce",pickled,53430000,"Crepe, NS as to filling, any source",0.3080812128497964
38441682259,"Red Baron, Classic Pepperoni Pizza, 20.60 oz (Frozen)",pizza,91703070,Rolo,0.30817610062893086
47809937942,"Angie's BoomChickaPop Real Butter Microwave Popcorn, (4) 3.29 Ounce Fresh-Pop Bowls",popcorn,41601020,"Bean with bacon or ham soup, canned or ready-to-serve, bean with pork soup",0.3082103187524874
69559318737,"Halo Top Mint Chip Light Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream,95210020,"Nutritional powder mix, high protein (Slim Fast), all flavors, 3-2-1 Plan",0.3082465882413643
92534866218,"Cheetos Popcorn, Flamin' Hot, 6.5oz Bag",popcorn,55301015,"French toast, whole grain",0.3083463396506876
19940204467,"Amazon Brand - Happy Belly Chewy Chocolate Chip Granola Bars, 18 Count",bars,91715000,"Fudge, caramel and nut, chocolate-coated candy, Butternut Bar, Oh Henry, Powerhouse, Clark Bun Bar",0.3083936800526663
78439607048,"Baked Cravings Chocolate Cupcake In A Jar, 5.1 Oz",desserts,27243000,"Chicken or turkey and rice, no sauce",0.30853022212469217
98233069887,"Crosse & Blackwell Premium 100% Non-Pareil Capers, 3.5 ounces",pickled,51401030,"Bread, marble rye and pumpernickel, pre-sliced or not",0.3085405592041375
98021521020,Kraft Parmesan Grated Cheese (8 oz Shaker),cheese,27540320,Turkey salad or turkey spread sandwich,0.30855875320485127
65835378447,"SUNSWEET Amazin Pitted Prunes, 16 oz",dried fruit,53430700,"Tamale, sweet, with sugar and spices",0.308641975308642
26630124873,"Mezzetta Deli-Sliced Pepper Rings, Mild, 16 Ounce",pickled,51401040,"Bread, marble rye and pumpernickel, toasted, pre-sliced or not",0.3086707263550581
65831242091,"Stroehmann Dutch Country 100% Whole Wheat Bread, 24 oz",bread,6413,"Soup, chicken broth, canned, prepared with equal volume water",0.308851591638477
45752788571,"Trident, Alaskan Salmon Burgers (Frozen), 11.2 Oz",seafood,81203000,"Shortening, NS as to vegetable or animal",0.3089035614245699
60701280128,"Aqua Star, Raw, Peeled, Tail-on Shrimp, 31-40 Count , 2 lb (Frozen)",seafood,10168,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",0.3089543370491572
70126572001,"Organic Valley Liquid Organic Egg Whites, 16 oz",eggs,58131120,"Ravioli, NS as to filling, with cream sauce",0.3090266487594544
48937625463,"Cello Whisps Pure Parmesan Cheese Crisps, 2.12 Oz",cheese,27111406,"Chili con carne with beans, home recipe",0.30910461786037835
60505173555,"Halo Top Chocolate Chip Cookie Dough Ice Cream, 16 Fl oz (Frozen)",ice cream,53120270,"Cake or cupcake, white, with icing or filling, flavors other than chocolate",0.30918049270990444
76040874867,"Chobani Non-fat Greek Yogurt, Plain 32oz",yogurt,28291,"Cookies, animal, with frosting or icing",0.3093206601827292
66856187682,"Pillsbury Heat and Eat Cinnamon Roll, 4 ct 10.8oz",desserts,41104200,"Pinto beans, from fast food / restaurant, calico",0.30932539682539684
13538499715,"Krusteaz Muffin Mix, Honey Cornbread, 15 oz",baking mixes,52206060,"Cornbread muffin, stick, round, made from home recipe",0.30932995303333166
95523420622,"Almond Breeze Blue Diamond, Almond milk, Original, 64 Fl Oz",dairy alternatives,23110050,"Lamb, ribs, cooked, lean and fat eaten, mutton ribs",0.30933081514264793
76803617466,"Brunswick Kippered Snacks, 3.53 oz",pickled,22709010,"Pork skin rinds, snack type",0.309399766347763
65310810005,"Red Baron, Classic Four Cheese Pizza, 21.06 Ounce (Frozen)",pizza,51107040,"Bread, French or Vienna, toasted, pre-sliced or not",0.30940208996410445
74645586082,Organic Garlic,vegetables,93301310,Mai Tai,0.30952380952380965
14235309279,"Quaker Rice Cake Caramel Corn, 3.52 oz Bag",rice cakes,53115100,"Cake or cupcake, marble, without icing or filling",0.30959467120181416
20909306850,"Lightlife Smart Dogs, Veggie, 12 oz",meat alternatives,13130100,"Light ice cream, NFS",0.3096638655462186
74757398002,"Nellie's Free Range Large Eggs, 12 ct",eggs,91511010,"Gelatin dessert, sugar free, jello",0.3096767355590886
76658234973,"Organic Valley, Organic Free-Range Medium Brown Eggs - 18 ct",eggs,67410000,"Cherry vanilla pudding, baby food, strained, Gerber Second Foods",0.3097000591016549
14481325699,"Mediterranean Organic Capers, 3.5 oz",pickled,27220310,"Ham or pork and rice, no sauce",0.30972222222222223
73165410173,"365 by WFM, Artichoke Quarters In Water, 14.1 Ounce",pickled,58164830,"Rice, brown, with gravy, NS as to fat",0.30985305158099274
98233069887,"Crosse & Blackwell Premium 100% Non-Pareil Capers, 3.5 ounces",pickled,73211110,"Sweet potato and pumpkin casserole, Puerto Rican style",0.3099276002281467
35677821117,Ben & Jerry's Ice Cream Strawberry Cheesecake Non-GMO 16 oz,ice cream,63207110,"Cranberry sauce, jellied, whole berry, canned, relish",0.3099389723910031
29124058591,CALIFORNIA PIZZA KITCHEN Sicilian Recipe Crispy Thin Crust Frozen Pizza 15.5 oz. Box,pizza,53104260,"Cake or cupcake, carrot, with icing or filling, NS as to icing or filling",0.31002594521285043
20909306850,"Lightlife Smart Dogs, Veggie, 12 oz",meat alternatives,26203160,"Frog legs, steamed",0.31005291005291014
20909306850,"Lightlife Smart Dogs, Veggie, 12 oz",meat alternatives,13130300,"Light ice cream, vanilla",0.31005291005291014
37410336155,"Tofurky, Deli Slices, Peppered, 5.5 oz",meat alternatives,51806020,"Bread, rice, toasted, pre-sliced or not",0.3101664417453892
69400146409,"Velveeta Queso Blanco Loaf, 32-Ounce",cheese,14315,"Beverages, OVALTINE, chocolate malt powder",0.3101851851851851
87947984222,"Quaker Rice Cakes, Lightly Salted, 4.47 oz",rice cakes,7976,"Sausage, chicken or turkey, Italian style,  lower sodium",0.3101851851851851
69193524620,"Reese Non Pareil Capers, 3.5 Oz",pickled,7057,"Pepperoni, beef and pork, sliced",0.3102062879850397
35677821117,Ben & Jerry's Ice Cream Strawberry Cheesecake Non-GMO 16 oz,ice cream,51401040,"Bread, marble rye and pumpernickel, toasted, pre-sliced or not",0.3103078350481303
65310810005,"Red Baron, Classic Four Cheese Pizza, 21.06 Ounce (Frozen)",pizza,91703070,Rolo,0.3103448275862071
90246166301,"Pepperidge Farm Goldfish Parmesan Crackers, 6.6 oz. Bag",rice cakes,18328,"Pie, vanilla cream, prepared from recipe",0.3104978354978355
45870075878,Yellow Onion,vegetables,56205150,"Yellow rice, cooked, no added fat",0.31060606060606055
45870075878,Yellow Onion,vegetables,56205130,"Yellow rice, cooked, NS as to fat",0.31060606060606055
69193524620,"Reese Non Pareil Capers, 3.5 Oz",pickled,53345070,"Pie, lemon cream, individual size or tart",0.31070242154034444
90324217471,Coffee Mate Hazelnut Liquid Coffee Creamer 16 fl oz,dairy alternatives,92101810,"Coffee, macchiato",0.31086601307189543
39543393165,"Land O Lakes Unsalted Butter, 1 lb.",butter,27451060,"Octopus salad, Puerto Rican style, Ensalada de pulpo",0.310866910866911
11093144697,Ben & Jerry's Ice Cream Phish Food Non-GMO 16 oz,ice cream,27446100,"Chicken or turkey chow mein or chop suey, no noodles",0.3108974358974359
54324971522,"Mezzetta Italian Mix Giardiniera, 16 Ounce",pickled,61100600,"Clementine, raw, cutie, mandarin orange, raw",0.31089917027417024
69645885481,"Almond Breeze Dairy Free Almondmilk, Vanilla, 32 FL OZ",dairy alternatives,41106020,"Kidney beans, from dried, no added fat, red, frozen",0.31092573481634367
46410103656,"Ducktrap, Cold Smoked wild Sockeye Salmon, 0.25lb",seafood,42101130,"Almonds, unsalted, plain, roasted, not coated",0.31097327820016907
67149086279,"Quaker Rice Crisps, Cheddar, 6.06 Ounces",rice cakes,27243000,"Chicken or turkey and rice, no sauce",0.3109788359788359
77759926964,"Amazon Brand - Happy Belly Quick Cook Oats, 18 Ounce",cereals,27550120,"Salmon cake sandwich, tuna cake",0.31110421836228297
26630124873,"Mezzetta Deli-Sliced Pepper Rings, Mild, 16 Ounce",pickled,14203510,"Puerto Rican white cheese, Queso del pais, Blanco",0.311130007558579
44323792042,"Pillsbury Cornbread Swirls, 6 count, 11 oz",desserts,51105010,"Bread, Cuban, Spanish, Portuguese, pre-sliced or not",0.31122962005314947
68765152198,"JIFFY POP Butter Flavored Popcorn, Stovetop Popping Pan, 4.5 oz.",popcorn,58404100,"Rice and potato soup, Puerto Rican style, Asopao con papas",0.3112662418790605
64771918747,"365 Everyday Value, Organic Large Brown Grade A Eggs, 12 ct",eggs,11440070,"Vegetable dip, yogurt based, greek yogurt based, regular or light",0.31128977739147234
77974698624,Organic Red Bell Pepper,vegetables,18133,"Cake, sponge, commercially prepared",0.3113354037267081
55460747028,"Betty Crocker Wild Blueberry Muffin and Quick Bread Mix, 16.9 oz",baking mixes,57805090,"Rice cereal with mixed fruits, baby food, dry, instant, Gerber",0.31137992831541217
35887625204,"DIGIORNO Four Cheese Frozen Pizza with Rising Crust, 28.2 oz.",pizza,28293,"Cookie, butter or sugar, with chocolate icing or filling",0.31140052284733943
97712796775,Savannah Bee Company Raw Organic Acacia Honeycomb Mini 5.6 Ounce,cheese,72125228,"Spinach, canned, cooked with butter or margarine, animal fat, shortening",0.3114351851851852
98233069887,"Crosse & Blackwell Premium 100% Non-Pareil Capers, 3.5 ounces",pickled,72202010,"Broccoli casserole with noodles, cream sauce",0.3114884827568176
65835378447,"SUNSWEET Amazin Pitted Prunes, 16 oz",dried fruit,42202000,"Peanut butter, NS as to type",0.3115079365079366
79099562080,"Larabar Apple Pie, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 12 Ct",bars,28310420,"Beef and rice soup, Puerto Rican style, Sopa de carne y arroz",0.31151103428620996
66586943617,"Fresh Brand – Chocolate Cream Pie, 29 oz (Frozen)",desserts,1237,"Ice cream, bar or stick, chocolate covered",0.3115852401566688
11357908385,Maille Pickles Cornichons Original 13.5 oz,pickled,28291,"Cookies, animal, with frosting or icing",0.3115916341722794
54324971522,"Mezzetta Italian Mix Giardiniera, 16 Ounce",pickled,81102020,"Margarine, tub, individual container",0.31166757890895824
69400146409,"Velveeta Queso Blanco Loaf, 32-Ounce",cheese,14305,"Malt beverage, includes non-alcoholic beer",0.31166757890895824
55396918426,"Larabar Banana Bread, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 16 Ct",bars,27564410,"Frankfurter or hot dog sandwich, fat free, plain, on multigrain bread, all meats / poultry",0.31170613236187017
55460747028,"Betty Crocker Wild Blueberry Muffin and Quick Bread Mix, 16.9 oz",baking mixes,56201056,"Grits, regular or quick, made with milk, no added fat",0.31180296548193653
67149086279,"Quaker Rice Crisps, Cheddar, 6.06 Ounces",rice cakes,9328,"Maraschino cherries, canned, drained",0.3118233618233619
98021521020,Kraft Parmesan Grated Cheese (8 oz Shaker),cheese,22916,"Lasagna with meat & sauce, frozen entree",0.3119047619047619
57307940903,Pete and Gerry's Organic Liquid Egg Whites- 16oz,eggs,32130010,"Egg omelet or scrambled egg, made with oil",0.3119588744588746
25315523125,"Table Talk 4"" Blueberry Pie, Sugar Free, 4 oz",desserts,22201070,"Pork steak or cutlet, battered, fried, lean only eaten",0.312037037037037
94090927249,"365 by WFM, Cheese String Mozzarella Organic 6 Count, 6 Ounce",cheese,8102,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",0.3120520190192322
28065840392,"Orville Redenbacher's Avocado Oil Microwave Popcorn, 2.72 oz. 5-Count",popcorn,72202010,"Broccoli casserole with noodles, cream sauce",0.3120663153271849
54324971522,"Mezzetta Italian Mix Giardiniera, 16 Ounce",pickled,13110102,"Ice cream, vanilla, with additional ingredients",0.31213349298455684
76860650373,Stouffer's Deluxe French Bread Frozen Pizza,pizza,53440800,"Strudel, cheese and fruit",0.3121402089652848
41882642038,Gold Pineapple,fruit,53410100,"Cobbler, apple",0.3121693121693121
25837932749,"Fiber 1 Oats and Chocolate Bar Value Pack, 14.1 oz, 10 ct",bars,27351040,"Biscayne codfish, Puerto Rican style, Bacalao a la Vizcaina",0.31228430603988144
66385509339,"Annie's Organic Pancake and Waffle Mix, 26 oz Box",baking mixes,25032,"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors",0.3123451837737553
79404644563,"Organic Blueberries, 6 oz",fruit,53304070,"Pie, blueberry, individual size or tart",0.3123931623931625
64668035225,"Fage Total Greek Yogurt, 2%, 7 oz",yogurt,33868,"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, powder",0.31240981240981236
69645885481,"Almond Breeze Dairy Free Almondmilk, Vanilla, 32 FL OZ",dairy alternatives,75204012,"Lima beans, from frozen, no added fat, butter beans",0.31248184458968775
67703551996,Red Mango,fruit,20000200,"Ground meat, NFS",0.3125
92534866218,"Cheetos Popcorn, Flamin' Hot, 6.5oz Bag",popcorn,73102224,"Carrots, frozen, cooked with oil",0.3125747863247863
17541761425,"Pete & Gerry's, Eggs Omega 3 Organic, 12 Count",eggs,25160130,"Tongue pot roast, Puerto Rican style, Lengua al caldero",0.31261528326745713
60017593272,"Quaker, Oatmeal Squares, Honey Nut, 14.5 Oz",cereals,8106,"Cereals, CREAM OF WHEAT, instant, dry",0.31278311190099495
35541551836,"Amazon Brand - Happy Belly Corn Flakes, 18 Ounce",cereals,11461200,"Frozen yogurt sandwich, all flavors, prepackaged frozen yogurt cone",0.3128701729447998
91445273218,"Ben & Jerry's Tonight Dough Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream,24198746,"Chicken tenders or strips, breaded, from frozen",0.3128721351096093
38441682259,"Red Baron, Classic Pepperoni Pizza, 20.60 oz (Frozen)",pizza,27520510,"Pork barbecue sandwich or Sloppy Joe, on bun",0.31290148992701716
29124058591,CALIFORNIA PIZZA KITCHEN Sicilian Recipe Crispy Thin Crust Frozen Pizza 15.5 oz. Box,pizza,53117100,"Cake or cupcake, spice, without icing or filling, with raisins",0.31291240375233076
98207907002,"El Burrito, Organic Soyrizo Meatless Soy Chorizo, 12 oz",meat alternatives,58156410,"Rice with onions, Puerto Rican style, Arroz con cebollas",0.31291486291486303
10263344423,"Haagen-Dazs Ice Cream, Vanilla Bean, 14 oz (Frozen)",ice cream,28140100,"Chicken dinner, NFS, frozen meal",0.31297188415596133
29124058591,CALIFORNIA PIZZA KITCHEN Sicilian Recipe Crispy Thin Crust Frozen Pizza 15.5 oz. Box,pizza,58160156,"Pinto beans and white rice, calico, all types of rice except brown",0.31305916305916304
14540311694,"Sunsweet Premium Mango, 5 Ounce",dried fruit,28340550,Sweet and sour soup,0.3130763340990046
57746884761,Velveeta Original Cheese Loaf (8 oz Block),cheese,57206700,Cereal (General Mills Fiber One),0.3131062610229278
27206850124,"Haagen-Dazs, Vanilla Ice Cream 28 oz (Frozen)",ice cream,22916,"Lasagna with meat & sauce, frozen entree",0.3131123058542413
71871072871,"Chobani Greek Yogurt, 0%, Blueberry, 5.3 oz",yogurt,53803250,"Cookie, teething, baby, Gerber Toddler Biter Biscuits",0.31331828914101845
70126572001,"Organic Valley Liquid Organic Egg Whites, 16 oz",eggs,18175,"Cookies, ladyfingers, with lemon juice and rind",0.3134357762017337
19940204467,"Amazon Brand - Happy Belly Chewy Chocolate Chip Granola Bars, 18 Count",bars,93301205,"Brandy and cola, applejack, cognac, or Hennessy with cola-type drinks, Coke, Coca Cola, Pepsi, RC Cola",0.3134560928196416
66385509339,"Annie's Organic Pancake and Waffle Mix, 26 oz Box",baking mixes,27564020,"Frankfurter or hot dog sandwich, NFS, plain, on wheat bread",0.3135001936454722
54478569154,"365 by WFM, Naan Tandoori Original, 12 Ounce",bread,3090,"Babyfood, dinner, macaroni and cheese, junior",0.3136363636363637
66586943617,"Fresh Brand – Chocolate Cream Pie, 29 oz (Frozen)",desserts,25031,"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors",0.31366645792856873
40438973140,"Newman's Own Organic Prunes, 6 Oz",dried fruit,61122330,"Orange, canned, in syrup",0.31367243867243866
18040271029,"Krusteaz Almond Poppy Seed Muffin Mix, 17 Ounce",baking mixes,89902050,"Pepper, for use on a sandwich, all kinds",0.31367464539007095
66385509339,"Annie's Organic Pancake and Waffle Mix, 26 oz Box",baking mixes,41104080,"Pinto beans, from canned, no added fat, calico",0.31367692004337966
82657301871,Fuji Apple,fruit,53415120,"Fritter, apple",0.3136904761904762
28136907915,Lean Cuisine Features Four Cheese Frozen Pizza,pizza,1042,"Cheese, pasteurized process, American, vitamin D fortified",0.313766193826164
75011515150,"DIGIORNO Supreme Frozen Pizza with Rising Crust, 31.5 oz.",pizza,58106516,"Pizza with pepperoni, from frozen, thick crust",0.31381896770912787
39326020473,"Quaker Rice Crisps, Sweet & Spicy Chili, 3.03 oz Bag",rice cakes,58156410,"Rice with onions, Puerto Rican style, Arroz con cebollas",0.3138278388278388
35652824971,Gala Apples,fruit,41304000,Wasabi peas,0.31385281385281383
70126572001,"Organic Valley Liquid Organic Egg Whites, 16 oz",eggs,53343070,"Pie, coconut cream, individual size or tart",0.31392680773447434
28136907915,Lean Cuisine Features Four Cheese Frozen Pizza,pizza,83300100,"Blue or roquefort cheese dressing, fat free, nonfat",0.314021502320735
97712796775,Savannah Bee Company Raw Organic Acacia Honeycomb Mini 5.6 Ounce,cheese,58127290,"Croissant sandwich with bacon and egg, Arby's Bacon and Egg Croissant",0.3141991398008479
87947984222,"Quaker Rice Cakes, Lightly Salted, 4.47 oz",rice cakes,19013,"Snacks, fruit leather, pieces",0.31423097974822123
22537858779,"DIGIORNO Pepperoni Frozen Pizza with Original Thin Crust, 22.1 oz.",pizza,21602,"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked",0.3142394408217193
44001010178,Ben & Jerry's Ice Cream Mint Chocolate Cookie Non-GMO 16 oz,ice cream,76604000,"Broccoli and chicken, baby food, strained, Gerber Second Foods Simple Recipe",0.31437401008574706
92534866218,"Cheetos Popcorn, Flamin' Hot, 6.5oz Bag",popcorn,72125224,"Spinach, frozen, cooked with oil",0.31463675213675213
80565372007,"Wildwood, Organic Sproutofu, Super Firm, 16 oz",meat alternatives,67304020,"Plums, baby food, junior, Gerber Third Foods",0.3146748818104318
76860650373,Stouffer's Deluxe French Bread Frozen Pizza,pizza,32015,"Turnover, cheese-filled, tomato-based sauce, frozen, unprepared",0.3147083961037449
18504387454,Almond Breeze Original Almondmilk,dairy alternatives,42101350,"Almonds, honey roasted",0.314709595959596
98021521020,Kraft Parmesan Grated Cheese (8 oz Shaker),cheese,16026,"Beans, great northern, mature seeds, canned",0.3147334452660785
67149086279,"Quaker Rice Crisps, Cheddar, 6.06 Ounces",rice cakes,54304110,"Crackers, cheese, reduced sodium",0.31473765432098766
68162219437,"Kellogg's Club Crackers Original, Lunch Box Snacks, Snack Stacks, Family Size, 18.8oz Box (9 Count)",rice cakes,75311027,"Classic mixed vegetables, frozen, cooked with oil, corn, carrots, peas, green beans, and lima beans",0.3147465647465648
68162219437,"Kellogg's Club Crackers Original, Lunch Box Snacks, Snack Stacks, Family Size, 18.8oz Box (9 Count)",rice cakes,27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",0.3147905441483425
98207907002,"El Burrito, Organic Soyrizo Meatless Soy Chorizo, 12 oz",meat alternatives,58117210,"Cornmeal stick, Puerto Rican style, Sorullos/Sorullitos de maiz",0.31492303992304005
73165410173,"365 by WFM, Artichoke Quarters In Water, 14.1 Ounce",pickled,1264,"Ice cream bar, stick or nugget, with crunch coating",0.31498240321769744
46937668495,Natures Own Butterbread Loaf - 20 oz Bag,bread,25067,"Formulated Bar, SOUTH BEACH protein bar",0.31506778661951074
76040874867,"Chobani Non-fat Greek Yogurt, Plain 32oz",yogurt,55301031,"French toast sticks, plain, from frozen",0.31506778661951074
25315523125,"Table Talk 4"" Blueberry Pie, Sugar Free, 4 oz",desserts,22201110,"Pork steak or cutlet, broiled or baked, lean and fat eaten",0.31508404956680813
78439607048,"Baked Cravings Chocolate Cupcake In A Jar, 5.1 Oz",desserts,91746010,"Sugar-coated chocolate discs, Nonpareils, Nestle Sno Caps, snow caps",0.3151460584233694
41882642038,Gold Pineapple,fruit,4704,"Salad dressing, poppyseed, creamy",0.3152958152958154
60017593272,"Quaker, Oatmeal Squares, Honey Nut, 14.5 Oz",cereals,22301000,"Ham, fresh, cooked, NS as to fat eaten",0.31539507683938517
74757398002,"Nellie's Free Range Large Eggs, 12 ct",eggs,75205200,"Fried green beans, battered or breaded",0.31547652916073976
37410336155,"Tofurky, Deli Slices, Peppered, 5.5 oz",meat alternatives,7081,"Turkey breast, sliced, prepackaged",0.31560371517027863
64771918747,"365 Everyday Value, Organic Large Brown Grade A Eggs, 12 ct",eggs,32130040,"Egg omelet or scrambled egg, made with animal fat or meat drippings",0.3156050990442043
63739361306,"Jolly Rancher Gummies Fruit Flavored Candy, 28.8 Oz",chocolate candy,8120,"Cereals, oats, regular and quick, not fortified, dry",0.3156108597285069
63739361306,"Jolly Rancher Gummies Fruit Flavored Candy, 28.8 Oz",chocolate candy,12310350,"Sour cream, light, low fat, reduced fat",0.3156108597285069
49878238763,"365 by WFM, Eggs Liquid Egg Whites Organic, 16 Ounce",eggs,93301132,"Orange Blossom, gin and orange juice, 'gin and juice'",0.3156621597535203
60017593272,"Quaker, Oatmeal Squares, Honey Nut, 14.5 Oz",cereals,18039,"Bread, oatmeal",0.3157069029162053
68162219437,"Kellogg's Club Crackers Original, Lunch Box Snacks, Snack Stacks, Family Size, 18.8oz Box (9 Count)",rice cakes,56200990,"Grits, NS as to regular, quick, or instant, NS as to fat, all liquids",0.3157576750060169
34732872459,"Baked Cravings Lemon Cupcake In A Jar, 5.1 Oz",desserts,44074,"Babyfood, grape juice, no sugar, canned",0.3158119658119659
22642310046,"365 Everyday Value, Organic Large Omega-3 Brown Grade A Eggs, 12 CT",eggs,32130040,"Egg omelet or scrambled egg, made with animal fat or meat drippings",0.315820895522388
71719770125,"Angie’s BOOMCHICKAPOP Sea Salt Microwave Popcorn, 3.29 Fresh-Pop Bowls, 13.16 Oz",popcorn,27420170,"Pork and onions with soy-based sauce, Pork Scallion, Onion Pork",0.31589336589336603
80565372007,"Wildwood, Organic Sproutofu, Super Firm, 16 oz",meat alternatives,51133010,"Bread, sour dough, pre-sliced or not",0.3159420289855074
54140867177,"Pearl Milling Company Buttermilk Complete Mix, 5lb",baking mixes,52104010,"Biscuit, home recipe, regular, plain, buttermilk, dry mix",0.3160818713450293
57746884761,Velveeta Original Cheese Loaf (8 oz Block),cheese,57316385,"Cereal (General Mills Cheerios Protein), all flavors",0.3161315808374632
14481325699,"Mediterranean Organic Capers, 3.5 oz",pickled,14305,"Malt beverage, includes non-alcoholic beer",0.3161375661375663
68012470924,"Old El Paso Pickled Jalapeno Slices, 12 oz",pickled,95322500,"Sports drink, low calorie (Powerade Zero), all flavors",0.3161375661375663
73354410597,"Quaker Rice Crisps, Kettle Corn, 3.52 oz Bag (Packaging May Vary)",rice cakes,27241010,"Chicken or turkey and potatoes with gravy, Chicken Helper, Potatoes, and Gravy",0.3161748105144333
17283966432,"KIND Breakfast Bar, Peanut Butter, 1.8oz 4 Count, 7.1oz, 19913",bars,52101000,"Biscuit, NFS, regular, plain, buttermilk, NS as to source",0.3162265748294155
28192919786,Large Organic Hass Avocado,vegetables,14650190,Alfredo sauce with seafood,0.31623931623931634
44134382768,Large Organic Hass Avocado,fruit,14650190,Alfredo sauce with seafood,0.31623931623931634
50435293413,"365 by WFM, Capers Non Pareil Organic, 2 Ounce",pickled,55100030,"Pancakes, whole grain, from frozen",0.3162688263711282
48937625463,"Cello Whisps Pure Parmesan Cheese Crisps, 2.12 Oz",cheese,58100360,"Chilaquiles, tortilla casserole with salsa, cheese, and egg",0.3162810173132591
34732872459,"Baked Cravings Lemon Cupcake In A Jar, 5.1 Oz",desserts,27121410,"Chili con carne with beans, made with pork",0.31628637566137563
26474226814,"Fresh Brand – Apple Pie, 26 oz (Frozen)",desserts,41303000,"Split peas, from dried, no added fat, frozen",0.31631701631701636
27715338384,"Ben & Jerry's half baked Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream,58306010,"Beef enchilada dinner, NFS, frozen meal",0.31633092176462074
44323792042,"Pillsbury Cornbread Swirls, 6 count, 11 oz",desserts,27335500,"Stewed rabbit, Puerto Rican style,, Fricase de conejo",0.3163821503444145
74645586082,Organic Garlic,vegetables,81301000,Garlic sauce,0.31646825396825395
34732872459,"Baked Cravings Lemon Cupcake In A Jar, 5.1 Oz",desserts,61122320,"Orange, canned, juice pack, mandarin, water pack, frozen",0.3164986414986415
72963625985,CALIFORNIA PIZZA KITCHEN Margherita Crispy Thin Crust Frozen Pizza 15.5 oz. Box,pizza,58106602,"Pizza with meat other than pepperoni, from frozen, thin crust",0.31657911833198393
22642310046,"365 Everyday Value, Organic Large Omega-3 Brown Grade A Eggs, 12 CT",eggs,27135110,"Veal parmigiana, breaded veal in tomato sauce with cheese",0.3166652119519362
21460655604,"365 Everyday Value, Organic Carrots, 1 lb Bag",vegetables,14148,"Beverages, carbonated, cola, regular",0.31666666666666676
18504387454,Almond Breeze Original Almondmilk,dairy alternatives,56201550,"Cornmeal dumpling, boiled cornbread",0.3166777666777667
48981700723,"Betty Crocker Triple Berry Muffin Mix, 6.5 oz Box",baking mixes,67100200,"Tropical fruit medley, baby food, strained, Gerber",0.31694796837653993
93538607854,Nellie's Free Range Eggs Large- 6ct,eggs,14068,"Beverages, KELLOGG'S SPECIAL K20 protein powder",0.31698633965691925
17283966432,"KIND Breakfast Bar, Peanut Butter, 1.8oz 4 Count, 7.1oz, 19913",bars,23110010,"Lamb, ribs, cooked, NS as to fat eaten, mutton ribs",0.31714406192584566
39326020473,"Quaker Rice Crisps, Sweet & Spicy Chili, 3.03 oz Bag",rice cakes,58155410,"Soupy rice with chicken, Puerto Rican style, Asopao de pollo",0.3172008547008547
25837932749,"Fiber 1 Oats and Chocolate Bar Value Pack, 14.1 oz, 10 ct",bars,26100133,"Fish, NS as to type, coated, baked or broiled, no added fat",0.31721338622842077
18040271029,"Krusteaz Almond Poppy Seed Muffin Mix, 17 Ounce",baking mixes,53116350,"Cake, pound, Puerto Rican style, Ponque",0.3172537052191309
34290623463,Kraft Shredded Mexican Style 4 Cheese Blend (16 oz Bag),cheese,57805090,"Rice cereal with mixed fruits, baby food, dry, instant, Gerber",0.3172671414606899
37410336155,"Tofurky, Deli Slices, Peppered, 5.5 oz",meat alternatives,1223,"Protein supplement, milk based, Muscle Milk, powder",0.3174395854833162
53824877695,"DIGIORNO Pepperoni Frozen Pizza with Rising Crust, 27.5 oz.",pizza,21225,"Pizza, cheese topping, rising crust, frozen, cooked",0.31746089644346087
78985491248,"Nature's Own Sugar Free 100% Whole Wheat 100% Whole Grain Bread, 16 oz",bread,55200130,"Waffle, whole grain, from fast food / restaurant, whole wheat, multigrain, bran",0.31747817739378925
